distance,index
"[158.7  59.9 219.6 219.6 219.6 219.6 192.1   0.  181.6 436.1 463.3 388.7
  37.6  28.2 408.7 469.6  26.8  29.3  49.8 255.1  31.4]","[746 336 612 671 226 710  26 492 160 374  54 335 451 328 695 713 161 707
 688 685 152]"
[ 55.3  90.4 498.2   0.   27.8 419.4 164.4],[536 297 690 361 620 700 562]
"[488.3 117.4   0.   23.5 368.3 107.  325.  200.3 303.5 429.8 443.3 418.4
 402.1 383.2 358.3 222.5]",[385  39 665 506 456 474 643  83 222  92 732  43 307 196 675  74]
"[265.6 267.2 291.2 278.9 396.2 202.  396.2 191.  207.4  39.7 360.9 263.8
  77.4 165.3 182.7 296.7   0.  171.5 263.2 472.8 481.  448.1 418.6]","[502  58  64 576 621 550 291 556 208 568 250 296   4 350 215  14 463 546
 537 406 641 467 101]"
[270.3 249.2  96.9 211.6   0.   31.2  48.4  88.5  80.7 210.8 224.2],[595 485 121 465 219  53 705 358 114 668 448]
[389.   64.9   0.  150.1],[348  10 308 596]
"[314.  222.5 237.8 128.9 328.1  33.7 297.7 279.  388.  333.8 453.5 193.6
 200.9 140.9   0. ]",[ 39 665 506 474 643  83 222  92 732  43 575 307 196 675  74]
[0. 0.],[282 586]
"[454.8 362.2 485.3 437.3 393.  398.7 402.5 327.3 164.7  58.3 442.6   0.
  26.8 485.   59.1 469.3 327.  316.2  85.5 469.3]","[250 406 641 435 467 101 285 426 344 490 371 491 362 204 221 482 319 431
 396 442]"
"[188.2 192.  217.5 204.1 343.5 454.8 124.6 343.5 152.9 134.1  59.5 396.1
 294.9   0.  209.6 192.6 314.1  77.4 215.9 213.1 482.2 453.2]","[502  58  64 576 621 348 550 291 556 208 568 250 296   4 350 215  14 463
 546 537 641 101]"
[419.5 224.3 248.1   0. ],[191 524 590 726]
[262.5  46.5   0.  133.8 427.7 253.5 244.3 349.8 373.2 337.7 451.1],[694 193 577 529 513  25 559 717 686 724 292]
[  0.  254.2  73.4],[462 200 248]
[214.7 165.4 375.    0.  155.6 150.8 114.3 206.1 140.9],[656 664  47 657 530 538 268 572 434]
[184.3  90.5 182.2   0.  247.7],[ 65   2 741   5 640]
[251.4   0.   69. ],[109 141 721]
[251.9  69.    0. ],[109 141 721]
[ 31.4 180.5 117.2   0.  351.7],[466 389 238 135 176]
"[215.3 368.4 234.4 349.7 319.2 368.3 474.5 368.  368.  169.1 432.9 413.4
 321.5 187.9 212.6 316.4 184.6  88.9 270.9 194.7 128.  247.7 137.1 137.1
 356.7 265.4 420.1 420.1 173.  177.4   0.    0.   97.5 166.5 153.4 184.1
 299.7 267.5 299.7 406.3 439.7 448.8 398.6]","[743 611 616  19 534 632 468 471  72 613 610 179  85 541 267  91 240 663
 138 246 145 290 642 106 454 363 113 582 496 187 489 607 231 189 653 634
 480 394 583 211 608 525  28]"
[112.1  36.3   0.  233.1 281.  387.7],[573 386 378 286  49 638]
[  0.  479.4 248.3],[667 202 251]
[278.2 313.7 421.6 489.  464.8 340.8 365.   16.   68.3 203.  398.9   0. ],[180 235 129 423 110 649 258 461 605 606 690  22]
[378.2 355.5   0.  131.5  82.2],[533 275 674 682 236]
[ 11.9   0.  171.  376.4  65.8 125.5],[ 76 276 237  89  99 372]
"[219.3 216.4  88.1 220.7 462.5 379.2  39.9 185.2  83.7 404.7   0.  189.1
 396.7  26.4 183.8 247.1 361.2 211.9 260.  484. ]","[ 23 493 304 706 233 353 337 617 729 733 284 123 140 375  87  42 678 420
 438 264]"
"[  0.  194.9 252.3 257.4 261.  345.7 304.  354.  490.4 391.9 123.9 114.3
 120.1 476.6 129.9 133.6 228.8 417.4]",[270 119 599 254 535 626 116 553 190 470 315  61 338 182  70 684  18 163]
"[217.7 301.3 361.5 412.7 327.9 355.4  42.9 390.4 375.7  69.3 190.4 322.9
   0.  167.  269.  327.3 301.3 376.6 432.7 407.6]","[250 296 350 215  14 546 406 641 435 467 101 285 426 344 490 491 362 221
 319 396]"
"[328.3 445.4 270.2 270.2 270.1 270.2 291.9 469.6 295.7 110.3 103.2 121.8
 484.4  70.9   0.  102.9 471.8 465.3 251.1 206.2 315.6 362.2 454.6 216.4
 470.9 370.7  77.8 371.1 433.5 421.6 495.6 369.3 291.9]","[746 544 612 671 226 710  26 492 160 374  54 335 328 695 713 382 161 707
 602 624 500 629 688 685 152 318 347 199 205 725  95 334  57]"
"[315.4 466.8  43.9  86.5 485.7  91.9  88.5 390.7   0.  158.3 210.  459.5
  96.7  44.7  85.2]",[694 193 731 513 564 588 603 314 281 600 717 464 292 203 704]
"[411.7 377.5 228.4 119.7 377.5 467.8 222.5 278.5 223.6 422.4 211.9 295.8
 315.8 206.7 323.   99.3 330.    0.  119.6 380.7 447.6]","[ 23 493 304 706 233 353 337 617 729 733 284 123 140 375  87  42 678 420
 438 264 601]"
[0.],[220]
"[324.9 492.3   0.  119.8 447.1  53.1  48.5 352.1  43.9 124.3 250.2 423.2
 140.1  65.3  80.4]",[694 193 731 513 564 588 603 314 281 600 717 464 292 203 704]
[  0.  453.2 471.  313.1 468.8 487.2 494.7 421.5 462.3 462.4],[320 173 437 242  57 497 345 104 142 309]
"[401.7 159.8 382.4 184.8 222.8 368.6 191.9 192.8 103.9 193.1  57.1  55.
 175.6   0.  166.3 144.  274.3 133.5 475.  261.3  72.8 126.9 135.9 474.5
 283.1 184.7]","[430 522 702 515 239 677 346  13 333 693 349 172  77 439 300 563 278 476
 625 519 479 742 495 351 628 730]"
[114.8 125.5  45.6 488.   92.    0. ],[ 76 276 237  89  99 372]
[  0.  294.4],[120 133]
[ 27.5 186.1  76.5  39.1 141.7   0.  244.3],[531 452 408 127 210  81 646]
"[443.3 466.4 442.2 134.9 364.2 144.7 161.9 196.2   0.   68.4  71.7 340.8
 270.  188.9 368.3 174.7 388. ]",[665 506 474 643  83 222  51  92 732  43 575 307 196 157 675  82  74]
"[228.1 455.6 103.8 207.1  51.1 282.  494.6 326.2   0.  295.5 309.2 220.2
 215.3 340.2 192.8 356.4 216.4 436.5 197.7 376.7 265.5 158.7  95.  293.5
 283.3 222.5]","[430 324 522 702 515 239 677 346  13 333 693 349 172  77 439 300 563 278
 476 519 479 742 495 351 628 730]"
[148.1 360.4 198.9 368.3 365.3   0.  474.5 445.5 450.5],[385  39 444 665 506 456 474 643 222]
[0.],[739]
[311.4  98.9 262.2   0.  399.7 298.1  44.9 282.3 369.8 310.7],[185 488 177 715 477 418 520 552 735 339]
"[ 35.4 228.9  42.3  42.3  42.1  42.3  17.4 181.6   0.  254.5 281.7 207.1
 216.7 201.9 230.6 295.7 372.9 190.7 185.3 488.6 182.   80.  191.4 347.7]","[746 336 612 671 226 710  26 492 160 374  54 335 451 328 695 713 382 161
 707 624 688 685 152 347]"
[463.3   0. ],[481 728]
[ 85.8 296.1   0.  117.2 250.4],[466 389 238 135 176]
[39.7  0. ],[410 379]
"[445.5 273.4 424.3 175.9 399.7 281.  481.4 140.5 222.5 223.1 111.7 145.1
 239.7 187.6 184.7 256.3  44.5 259.3  51.2 410.  165.5 222.5  73.8 130.7
 428.5 403.5  98.7   0. ]","[430 522 702 515 239 677 591 346  13 333 693 349 172  77 439 300 563 278
 476 625 519 479 742 495  68 351 628 730]"
[362.4 196.8   0.   26.2 224.3],[391 191 524 590 726]
[  0.  141.6 233.1],[440 585 366]
[  0.  170.4  54.3  65.6 131.6  27.5 495.8 231.6],[531 452 408 127 210  81 630 646]
[ 0.  14.5],[557 188]
[  0.   78.2  63.9  45.   82.1 173.6 476.7 399.2 231.1 254.5 207.2],[195 370 433 125 364 130 672 357 501 618 666]
[170.5   0.  196.8 171.8 419.5],[391 191 524 590 726]
"[304.  142.2  88.6  60.4  46.4  41.9   0.   50.1 187.5  99.3 392.9 396.6
 404.1 428.  432.6]",[270 119 599 254 535 626 116 553 190 470 315  61 338  70 684]
[99.4  0. ],[722 570]
"[6.220e+01 2.632e+02 0.000e+00 0.000e+00 3.000e-01 0.000e+00 2.780e+01
 2.196e+02 4.230e+01 2.181e+02 2.457e+02 1.719e+02 2.557e+02 2.415e+02
 2.020e+02 2.702e+02 3.405e+02 2.307e+02 2.256e+02 4.563e+02 2.234e+02
 6.670e+01 2.317e+02 3.162e+02]","[746 336 612 671 226 710  26 492 160 374  54 335 451 328 695 713 382 161
 707 624 688 685 152 347]"
"[  0.  348.1 159.4 190.1 191.1 355.  313.1 174.  249.4 257.4 291.9  93.5
 195.9 183.  170.3 349.2 137.8  74.3 359.2 166.4 124.8 225.5 143.2 340.4
 107.1 458.8 500. ]","[164 205 262 407 287 725  95 216 416 148 169 168 165 340  90 104  45  12
 521 712 593 230 330 581 342 447 183]"
"[435.3 493.4 170.8 430.3 260.2 413.6 182.1 235.  435.2 356.6 232.7 232.7
 122.4 301.6 281.5 360.6 136.3 114.3 379.3  51.8 160.4 471.3 361.7 456.5
  65.8 177.7 332.6  14.4   0.  450.8 350.4 271.7 283.2 137.1 137.1 227.4
 140.2 135.6 317.9 435.9 404.5 435.9 404.4]","[224 317 743 611 616  19 534 632 555 468 471  72 613 610 179  85 541 267
  91 240 663 100 138 171 246 145 290 642 106 454 363 496 187 489 607 231
 189 653 634 480 394 583  28]"
[446.  226.5   0. ],[516  94  16]
[241.5  75.7   0.    7.7  93.8 116.3],[633 247  63 295 566  24]
"[391.9 208.1 145.2 159.6 132.9  64.6  99.3  63.3 127.4   0.  467.3 474.3
 481.9]",[270 119 599 254 535 626 116 553 190 470 315  61 338]
[ 52.3   0.   73.7   4.7 313.8  51.1],[517 384 498 279 209 425]
[387.4 444.5 408.9 462.8   0.  398.9 498.2],[461 536 297 605 690  22 361]
"[ 36.9 267.6  69.8 442.9 454.3 455.9   0.  362.8 157.7 385.4 397.  117.1
  85. ]",[680 677 591 346 693  77 105 278 625 519   0  68 419]
[4.6 0. ],[108 597]
[412.    0.    7.7 230.8],[696 701 107  50]
[179.1   0.  438.2 215.3 164.4],[669 329 132 126 259]
[329.8   0.  248.2],[ 79 475 584]
"[477.7 434.  421.  418.  445.6 450.2 461.9 401.1 480.2 327.4 314.5 487.9
 352.9 321.9 436.7 435.9 342.5 327.4 362.1 362.1 278.6 261.  299.7 299.7
 229.4 405.6 393.3 393.3 373.2 152.9   0.   53.9   0.  434.2 147.8 463.2
 349.6 171.1 381.1 367.3 496.3 454.9]","[743 611 616  19 613  85 541  91 240 663 138 246 145 290 642 106 454 363
 113 582 496 187 489 607 231 189 653  33 174 634 480 394 583  97 211 402
 670 608 525 198  28  44]"
[494.7  44.5  29.  202.5  16.    0.   69.9  70.5],[320 173 437 242 497 345 142 309]
[  0.   83.  477.1 167.3 101.6  76.6],[651 547  30 305 149  36]
[244.1 124.9   0.  154.5 264.9 483.1],[436  40 405 271  37 280]
"[204.8 243.  172.4 255.5 207.9 498.9 167.7 207.9   0.  214.2 151.2 445.1
 152.9 352.9 345.4 466.9 191.  359.3 332.4]","[502  58  64 576 621 348 550 291 556 208 568 296   4 350 215  14 463 546
 537]"
[ 0.  63.6],[93 21]
[  0.  392.9 196.2 270.7 476. ],[711 445 457 257 592]
[ 63.9 135.3   0.   66.3 132.7 135.  413.  294.7 318.1 268.8],[195 370 433 125 364 130 357 501 618 666]
"[299.4 200.3 217.7 117.6 297.5   0.  267.3 270.5 364.2 313.1 431.3 204.7
 200.2 158.1  33.7]",[ 39 665 506 474 643  83 222  92 732  43 575 307 196 675  74]
[495.8 331.5  75.5 448.4 364.4   0.  266.6  68.7],[531 452 545 408 210 630 646  56]
"[294.6 266.8 340.8 253.8   0.  344.9 371.  498.9 320.7 389.  244.9 454.8
 474.3 296.5 421.7]",[502  58  64 576 348 550  10 556 208 308 596   4 215 537 343]
[333.2 327.8 214.6   0.  126.3 204.9],[255  20 162 580 505 509]
[ 0.  67.3 77.9],[455 514  96]
"[464.2 492.3 410.8 483.  362.2 362.2 491.7  41.8  74.2 438.6 367.3 370.
 367.3  73.9 408.1 344.4 394.1   0.  120.1]","[138 290 454 363 113 582 187  33 174 634 480 394 583  97 211 402 608 198
  44]"
"[125.7 256.3 106.5 238.7 332.2 400.  392.8 392.8 105.2 468.2 447.6 197.4
 116.8 174.3 204.3 227.4  39.7 185.9 242.7   0.  155.8 167.1 177.7 274.6
 173.4 344.4 344.4 106.5 122.9 128.  128.  126.8 275.3 264.  203.6 352.9
 306.6 352.9 484.4]","[743 611 616  19 534 632 471  72 613 610 179  85 541 267  91 240 663 138
 246 145 290 642 106 454 363 113 582 496 187 489 607 231 189 653 634 480
 394 583 211]"
[448.8   0. ],[412 414]
[0.],[150]
[352.4 337.7 257.3 150.5 170.3 411.2 470.9  55.3   0.  340.3],[193 577 529  25 559 554 717 686 724 659]
[451.7   0.  117.4  94.  360.4 185.1 435.2 299.4 416.  493.  454.7 314. ],[385  39 665 506 456 474 643  83 222 196 675  74]
[405.7   0.  439.7  75.5 341.1   6.8],[452 545 210 630 646  56]
[0.],[689]
[407.2 180.6 428.4   0.  230.9 428.4 259. ],[430 324 702 681 323 376 283]
"[200.9 431.3 214.4  91.9 231.6  71.7 121.1   0.  385.5 316.4 121.  420.2
 106.2 453.5]",[643  83 222  51  92 732  43 575 307 196 157 675  82  74]
[167.6  87.  108.6  85.8 163.2  39.6   0.  125.4 303.6],[194 181 332 648 473 124 322 740 392]
[0.],[253]
[207.2 172.6 268.8 211.8 191.4 371.1 278.2 361.1  52.7 104.6   0. ],[195 370 433 125 364 130 672 357 501 618 666]
[0.],[542]
"[328.5 491.5 204.5 444.5 150.5 486.5 166.3   0.  404.7 190.  378.4 337.9
 422.7 379.9 422.4 322.9 298.2 321.7 321.5 467.6 443.8]","[637 304 233 337 639 729 245 733 284 140 375  42 564 719 420 438 112 232
 144 464 601]"
[399.2 441.  413.  359.  457.9 387.3   0.  412.1 464.6 361.1],[195 370 433 125 364 672 357 501 618 666]
[ 93.2  71.9 434.6 489.5 347.3   0.  458.7 122.9 299.7 356.4 223.6],[709 499 598 487 143  69 533 266 256 275 654]
[272.8   0.   91.9  90.5 255.6],[ 65   2 741   5 640]
[153.2 142.5 397.  204.9 174.5   0. ],[255  20 162 580 505 509]
"[183.  285.  342.1 368.7 245.1 282.8 290.9 350.5  72.2 145.5 260.8 142.
 364.3   0.   22.3 361.2 196.   75.3 130.4 349.3 189.1 349.8 244.8 151.5]","[164 205 262 407 287 725  95 216 416 148 169 168 165 340  90  57 104  45
  12 712 593 230 330 342]"
"[413.5 493.1 443.9 457.3 459.8 376.6 219.2 111.6 470.8  59.1  84.4   0.
 447.1 302.9 260.9  31.3 494.3 447.1]",[406 435 467 101 285 426 344 490 371 491 362 221 482 319 431 396 156 442]
"[261.7 459.1 448.2 202.  202.  201.9 202.  225.1 408.7 230.6  68.9  81.2
  55.7 441.3 425.5   0.   70.9 145.1 413.1 406.9 307.5 259.5 371.4 408.6
 398.1 153.6 412.7 425.7 119.  431.2 492.4 430.  352.9]","[746 336 544 612 671 226 710  26 492 160 374  54 335 451 328 695 713 382
 161 707 602 624 500 629 688 685 152 318 347 199 725 334  57]"
"[437.7 417.  437.3 438.2 385.7 245.2 430.5 330.2 274.1   0.   15.   35.9
 119.1]",[262 407 216 165 696 521 712 581 447 146 261 528 183]
[407.4 392.  351.6 167.1 110.1 213.1   0. ],[ 32 427 494 635 565 411 289]
[94.8 57.7 32.7  0.  89.4],[178 341 327  29 272]
[350.6 311.7  84.3 280.1  80.7  93.7  84.2  83.8   0.  138.1 152.3],[595 485 121 465 219  53 705 358 114 668 448]
[303.5 339.7 306.  345.   94.9   0.  112.9 183.1 477.2],[343 641 435 285 269 508 371 204 214]
"[344.4 292.5 265.3 334.8 307.5 251.1 165.    0.   49.7  64.5 125.7 461.1
 119.7 189.5 125.9 308.4 479.7 305.8 342.2 439.6 361.  125.6 336.2]","[544 374  54 335 695 713 382 602 624 500 629 685 318 347 199 205 287 725
  95 148 169 334  57]"
[323.4 250.4 351.7   0. ],[466 238 135 176]
"[495.2  93.5 255.1 227.4 241.8 122.3 261.6 224.7 221.7 190.9 169.8 201.3
   0.  228.7 142.  121.7 490.  421.1 335.1 140.3 115.1 431.  236.1 192.4
 317.4 227.  426.8 160.1]","[199 164 205 262 407 287 725  95 216 416 148 169 168 165 340  90 334  57
 104  45  12 521 712 593 230 330 581 342]"
"[377.4 372.4 316.2 316.2 316.1 316.2 340.9 347.7 109.7  85.9 146.9 119.
  77.8  26.6 189.5 140.9 253.  290.7 272.3 307.    0.  314.5 421.7 412.3
 476.7 486.5 313.6 324.4]","[746 544 612 671 226 710  26 160 374  54 335 695 713 382 602 624 500 629
 685 318 347 199 205 725  95 169 334  57]"
[428.4 201.3 489.  492.9   0.  235.7 218.1],[681 323 744 527 376 723 283]
[ 0.  13.6],[567 507]
[491.1   0.  114.2   8.2],[ 88 652 738 660]
"[  0.  473.6 217.  215.9 328.5 493.2 415.3 433.9 451.2 405.6 438.1 448.5
 464.5]",[637 233 639 245 733 140 564 719 314 112 232 144 464]
[  0.   85.4 112.1 216.8 290.1 379.4],[573 386 378 286  49 638]
"[407.4 482.7 307.1 375.7 257.9 271.9 430.9 336.3 280.7 280.7 256.3 323.7
 307.7 472.1 272.5 253.7 476.7 139.8 242.5 423.  437.1 413.2 134.3 275.3
 412.8 153.8 140.2 430.7 339.2 343.9 166.5 166.5 258.2   0.   13.6 332.2
 405.6 390.7 405.6 468.1 395.7 264.8]","[224 317 743 616 534 632 555 468 471  72 613 610 179  85 541 267  91 240
 663 100 138 171 246 145 290 642 106 363 496 187 489 607 231 189 653 634
 480 394 583 211 525  28]"
[59.8  0. ],[393 136]
[0.],[446]
[  0.  393.5 274.5  75.6 397.7],[627 103 134 288 260]
"[257.4 130.1 101.    0.   51.9  98.8  60.4 104.8 235.  159.6 357.3 358.1
 365.3 376.7 381.6 483.6]",[270 119 599 254 535 626 116 553 190 470 315  61 338  70 684  18]
[0.],[716]
"[247.5 129.7 133.6 110.8 484.8 250.3 128.6 255.4 319.5  84.  382.9 175.3
  31.4 398.  155.8   0.  322.6 332.6 118.8  18.1 189.1 189.1  77.1  81.5
 247.7 247.7 175.9 412.8 400.1 490.5 446.1 180.8 321.9 268.  321.9 469.1
 492.8 492.3]","[743 611 616  19 534 613  85 541 267  91 240 663 138 246 145 290 642 106
 454 363 113 582 496 187 489 607 231 189 653  33 174 634 480 394 583 211
 608 198]"
[  0. 387.],[703 516]
"[228.7 267.6 332.5 454.7  79.2   0.  208.2 382.  154.5  21.4  21.4 308.8
  68.2 427.6  47.6 309.7 246.2 184.3 391.4 284.7 265.3 173.6 400.  240.3
 235.  368.3 368.3 461.9 271.9 280.4 450.5]","[224 317 743 616 534 632 555 387 468 471  72 613 610 137 179 541 267 240
 663 100 171 246 145 642 106 489 607 231 189 653  28]"
"[438.1 207.5 258.6 247.5 321.7 273.2 483.9 158.   82.3 463.5 251.3  32.7
 481.9   0.   14.3 181.  286.4]",[637 233 639 245 733 140  42 564 719 438 314 112 600 232 144 464 601]
"[461.2 490.5 401.3 479.9 347.6 347.6 496.8   0.   48.  452.2 393.3 391.1
 393.3  41.1 443.8 382.1 431.3  41.8  78.5]","[138 290 454 363 113 582 187  33 174 634 480 394 583  97 211 402 608 198
  44]"
[  0.  491.1 383.2 494.8],[ 88 652 738 660]
"[475.9 405.2 493.8 342.9 342.9  78.5  81.7 495.1 454.9 446.  454.9  58.3
 450.9 120.1   0.  491.1 491.1]",[138 454 363 113 582  33 174 634 480 394 583  97 402 198  44 609 645]
[ 44.    0.   85.5  57.7 146.9],[178 341 327  29 272]
"[114.3 266.5 329.2 358.1 350.9 437.  396.6 446.  474.3  22.7   0.    7.6
 402.5 127.2 126.  170.6 313.1]",[270 119 599 254 535 626 116 553 470 315  61 338 182  70 684  18 163]
[113.6 311.4   0. ],[166 167 714]
"[397.8 418.4 391.2 460.4 431.2 371.1 290.6 125.9 175.5  69.4 116.9  49.2
 314.5   0.  263.2 396.5 267.6 270.7 406.  296.4 495.2   6.  381.1]","[544 374  54 335 695 713 382 602 624 500 629 318 347 199 205 287 725  95
 148 169 168 334  57]"
[  0.  120.1 245.5],[429 388 510]
[0.],[745]
"[432.1 380.6 369.5 364.4 403.  396.4 418.5 464.1 347.2 451.4 284.  260.6
 460.3 306.6 268.  403.9 404.5 291.7 273.5 316.1 316.1 226.7 208.8 267.5
 267.5 187.3 390.7 377.8 391.1 365.1 103.4  53.9   0.   53.9 432.1 201.7
 399.7 224.9 418.2 370.  446. ]","[743 611 616  19 613  85 541 267  91 240 663 138 246 145 290 642 106 454
 363 113 582 496 187 489 607 231 189 653  33 174 634 480 394 583  97 211
 670 608 525 198  44]"
[ 35.7   0.  408.9  90.4 107.9 253.9],[536 297 690 361 620 562]
"[343.6 477.4   0.   90.2 212.4  77.9 235.  113.   75.  286.5 186.  105.6
 413.4]",[159 230  73 503 540 441  60 184 604 217 212 355 377]
[ 0.  59.8],[393 136]
[ 83.    0.  403.   89.9 162.2  28.8],[651 547  30 305 149  36]
"[ 34.6 323.2 145.1 309.1 234.6 309.7 455.1 298.5 298.5  19.  377.  356.5
 242.9   0.   65.  276.8 168.5 134.6 286.7 184.4 116.8 255.4 121.9 136.3
 371.3 270.8 442.1 442.1 221.4 238.8 187.9 187.9 232.5 272.5 265.6 317.1
 461.9 418.5 461.9]","[743 611 616  19 534 632 468 471  72 613 610 179  85 541 267  91 240 663
 138 246 145 290 642 106 454 363 113 582 496 187 489 607 231 189 653 634
 480 394 583]"
[379.4 361.4 387.7 162.9 112.    0. ],[573 386 378 286  49 638]
[137.7  67.    0. ],[ 66  55 622]
"[487.8 354.5 467.  232.4 494.4 286.6 474.8 203.  283.3 317.  171.4 243.2
 338.  261.8 283.1 342.2 142.1 309.7 149.7 416.7 192.1 319.7 164.  205.6
 419.  386.7   0.   98.7]","[430 522 702 515 239 677 591 346  13 333 693 349 172  77 439 300 563 278
 476 625 519 479 742 495  68 351 628 730]"
"[431.  372.4 286.5 475.7 321.9 328.  106.9 357.7 106.8 208.1 360.4   0.
 112.2 201.1 282.5 186.  439.7]",[521 230  73 330 503 581 540 441  60 184 604 217 212 355 447 377 183]
[  0.  376.3 246.1 459.9],[539 271  37 280]
[236.1 189.9 166.6   0.  340.1],[614 312 720 692 213]
